customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,poly_tenure^2,poly_tenure MonthlyCharges,poly_tenure TotalCharges,poly_MonthlyCharges^2,poly_MonthlyCharges TotalCharges,poly_TotalCharges^2,tenure_x_monthly,monthly_x_total,tenure_x_total,AvgMonthlyCharge,ServiceDiversityScore,StabilityIndex,log_TotalCharges,normalized_tenure,normalized_ServiceDiversityScore,normalized_StabilityIndex,standardized_MonthlyCharges,standardized_AvgMonthlyCharge,onehot_InternetService_Fiber optic,onehot_InternetService_No,onehot_PaymentMethod_Credit card (automatic),onehot_PaymentMethod_Electronic check,onehot_PaymentMethod_Mailed check,label_Contract,freq_gender,freq_PaymentMethod,equal_width_MonthlyCharges,equal_freq_TotalCharges,custom_tenure_bins,binned_equal_width_MonthlyCharges_0.0,binned_equal_width_MonthlyCharges_1.0,binned_equal_width_MonthlyCharges_2.0,binned_equal_width_MonthlyCharges_3.0,binned_equal_width_MonthlyCharges_4.0,binned_equal_freq_TotalCharges_0.0,binned_equal_freq_TotalCharges_1.0,binned_equal_freq_TotalCharges_2.0,binned_equal_freq_TotalCharges_3.0,binned_custom_tenure_bins_0,binned_custom_tenure_bins_1,binned_custom_tenure_bins_2,binned_custom_tenure_bins_3,binned_custom_tenure_bins_4
4484-CGXFK,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,9.0,165.89999999999998,588.45,3058.0899999999997,10847.095,38474.8225,165.89999999999998,10847.095,588.45,65.38333333333334,3,3.0,5.283964860323636,0.02816901408450704,0.25,0.013986013986013988,-0.32217254737174844,0.012829724208684572,False,False,False,True,False,0,0.4981333333333333,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1088-AUUZZ,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,No,3136.0,4247.599999999999,238627.19999999998,5753.222499999999,323212.01999999996,18157825.439999998,4247.599999999999,323212.01999999996,238627.19999999998,76.09285714285714,7,112.0,8.357540737883225,0.7746478873239437,0.75,0.7762237762237763,0.360416426104557,0.3671754397732654,False,False,True,False,False,2,0.5018666666666667,0.216,2.0,3.0,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0674-DGMAQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,1024.0,2992.0,95065.6,8742.25,277769.8,8825652.64,2992.0,277769.8,95065.6,92.8375,6,32.0,7.996923108822247,0.4366197183098592,0.625,0.21678321678321677,0.9466789751000215,0.9212049709286252,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2812-ENYMO,Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,No,676.0,1418.3,35434.1,2975.7025,74343.46749999998,1857360.1224999998,1418.3,74343.46749999998,35434.1,52.41730769230769,5,39.0,7.218066861681702,0.35211267605633806,0.5,0.26573426573426573,-0.34708455370300045,-0.41617680451411115,False,False,True,False,False,1,0.5018666666666667,0.216,1.0,1.0,3,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No,729.0,1516.05,38862.45,3152.8224999999998,80819.50249999999,2071728.4224999996,1516.05,80819.50249999999,38862.45,53.30925925925926,4,27.0,7.272641418592386,0.36619718309859156,0.375,0.1818181818181818,-0.29393894019632943,-0.38666482789762174,False,False,False,False,True,0,0.4981333333333333,0.22542222222222222,1.0,2.0,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3221-CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,576.0,1226.4,30470.399999999998,2611.21,64876.56,1611884.1599999997,1226.4,64876.56,30470.399999999998,52.9,3,24.0,7.147244508832433,0.323943661971831,0.25,0.16083916083916083,-0.46167978282675964,-0.40020597759324955,False,False,True,False,False,0,0.5018666666666667,0.216,1.0,1.0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False
5999-LCXAO,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,No,1.0,29.9,29.9,894.0099999999999,894.0099999999999,894.0099999999999,29.9,894.0099999999999,29.9,29.9,2,1.0,3.4307561839036995,0.0,0.125,0.0,-1.1658591617901504,-1.1612063360534215,False,False,False,False,True,0,0.4981333333333333,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
8573-CGOCC,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,No,256.0,316.0,4718.4,390.0625,5824.275,86966.00999999998,316.0,5824.275,4718.4,18.43125,1,16.0,5.690021559406164,0.2112676056338028,0.0,0.1048951048951049,-1.5030016474730943,-1.5406725474051648,False,True,True,False,False,0,0.5018666666666667,0.216,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
4003-OCTMP,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,961.0,1984.0,59233.25,4096.0,122288.0,3650965.5625,1984.0,122288.0,59233.25,61.63709677419355,5,46.5,7.555774331924335,0.4225352112676057,0.5,0.3181818181818182,-0.03319327392922482,-0.11112190032966238,False,False,False,True,False,1,0.4981333333333333,0.3390222222222222,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,1089.0,2709.2999999999997,85902.3,6740.409999999999,213714.50999999998,6776129.609999999,2709.2999999999997,213714.50999999998,85902.3,78.88181818181818,7,66.0,7.8648424050488615,0.4507042253521127,0.75,0.4545454545454546,0.5680164788649905,0.45945371587677847,False,False,True,False,False,2,0.5018666666666667,0.216,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
6818-WOBHJ,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes,4624.0,6092.799999999999,416676.80000000005,8028.159999999999,549032.96,37547481.760000005,6092.799999999999,549032.96,416676.80000000005,90.11176470588236,5,68.0,8.72072161785459,0.943661971830986,0.5,0.46853146853146854,0.8171365421775109,0.8310186432811876,True,False,False,False,False,0,0.4981333333333333,0.21955555555555556,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4567-AKPIA,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,1681.0,4473.099999999999,182624.25,11902.81,485958.675,19840343.0625,4473.099999999999,485958.675,182624.25,108.64024390243902,8,61.5,8.401838455053209,0.5633802816901409,0.875,0.4230769230769231,1.4648487067900635,1.4440699176421203,True,False,False,False,False,1,0.4981333333333333,0.21955555555555556,4.0,3.0,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,No,196.0,1341.2,18848.2,9177.64,128975.54,1812523.69,1341.2,128975.54,18848.2,96.16428571428571,5,14.0,7.205857868761802,0.18309859154929578,0.5,0.09090909090909091,1.023075794515861,1.0312782370630427,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,1.0,2,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,4.0,182.9,342.9,8363.1025,15679.102499999999,29395.102499999997,182.9,15679.102499999999,342.9,85.725,5,2.0,5.15010733938285,0.014084507042253521,0.5,0.006993006993006993,0.8785861577945995,0.6858738818178435,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,0.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,4225.0,6776.25,442841.75,10868.0625,710250.0375,46416287.7025,6776.25,710250.0375,442841.75,104.81461538461538,7,65.0,8.82672726036012,0.9014084507042254,0.75,0.44755244755244755,1.3037510658479672,1.3174914535812834,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
9845-QOMAD,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,309.35,No,196.0,276.5,4330.900000000001,390.0625,6109.6625,95697.42250000002,276.5,6109.6625,4330.900000000001,22.09642857142857,1,21.0,5.7377006928596614,0.18309859154929578,0.0,0.13986013986013984,-1.5030016474730943,-1.4194028862452654,False,True,False,False,True,1,0.5018666666666667,0.22542222222222222,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,289.0,436.04999999999995,7483.4,657.9224999999999,11291.13,193776.03999999998,436.04999999999995,11291.13,7483.4,25.894117647058824,1,17.0,6.089498287379348,0.22535211267605634,0.0,0.11188811188811189,-1.3070271976672452,-1.2937488537289656,False,False,False,False,True,0,0.5018666666666667,0.22542222222222222,0.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5245-VDBUR,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,No,2704.0,1843.4,101865.40000000001,1256.7025,69444.77750000001,3837485.1025,1843.4,69444.77750000001,101865.40000000001,37.67211538461539,3,78.0,7.580674241695091,0.7183098591549296,0.25,0.5384615384615384,-0.9815103149388852,-0.9040505711105463,False,False,False,False,True,1,0.4981333333333333,0.22542222222222222,0.0,2.0,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2984-MIIZL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,16.0,299.2,1287.6,5595.04,24078.12,103619.60999999999,299.2,24078.12,1287.6,80.475,3,4.0,5.77734267776423,0.04225352112676056,0.25,0.02097902097902098,0.32553961724080427,0.5121672782562825,True,False,False,False,False,0,0.5018666666666667,0.21955555555555556,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
8646-JCOMS,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,No,4356.0,5976.3,404642.7,8199.3025,555157.5225,37588547.902499996,5976.3,555157.5225,404642.7,92.89318181818182,6,99.0,8.721268086011952,0.9154929577464789,0.625,0.6853146853146853,0.8486917501970969,0.9230473136936719,True,False,False,False,False,1,0.4981333333333333,0.21955555555555556,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,625.0,2147.5,54976.25000000001,7378.810000000001,188898.39500000002,4835820.902500001,2147.5,188898.39500000002,54976.25000000001,87.962,4,25.0,7.696235366360874,0.33802816901408456,0.375,0.1678321678321678,0.6942373109433345,0.7598894384211222,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
7873-CVMAW,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,5184.0,6375.599999999999,458089.2,7841.102499999999,563386.0925,40479497.52250001,6375.599999999999,563386.0925,458089.2,88.36597222222223,9,144.0,8.758310247220596,1.0,1.0,1.0,0.7822597333137581,0.7732556560697771,False,False,True,False,False,2,0.5018666666666667,0.216,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,1600.0,3926.0,164672.0,9633.4225,404063.92000000004,16948042.240000002,3926.0,404063.92000000004,164672.0,102.92,7,60.0,8.323074319142645,0.5492957746478874,0.75,0.4125874125874126,1.1011334143537843,1.2548043671970897,True,False,True,False,False,1,0.5018666666666667,0.216,3.0,3.0,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3009-JWMPU,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,3844.0,5998.5,379774.8,9360.5625,592632.45,37520525.16,5998.5,592632.45,379774.8,98.79677419354839,6,93.0,8.72036258072303,0.8591549295774649,0.625,0.6433566433566433,1.054631002535447,1.1183793099483108,True,False,False,True,False,1,0.5018666666666667,0.3390222222222222,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,2209.0,4009.1,193040.75,7276.089999999999,350348.425,16869502.5625,4009.1,350348.425,193040.75,87.38829787234043,8,94.0,8.3207524260614,0.647887323943662,0.875,0.6503496503496503,0.6743077058783327,0.740907372125544,False,False,True,False,False,2,0.4981333333333333,0.216,3.0,3.0,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1488-SYSFC,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.65,702.05,No,961.0,640.15,21763.55,426.42249999999996,14497.332499999999,492874.20249999996,640.15,14497.332499999999,21763.55,22.646774193548385,1,31.0,6.555428013036825,0.4225352112676057,0.0,0.20979020979020976,-1.473107239875592,-1.4011936159969975,False,True,False,True,False,0,0.5018666666666667,0.3390222222222222,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3999-WRNGR,Female,0,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,No,3600.0,2985.0,184167.0,2475.0625,152705.13749999998,9421523.302499998,2985.0,152705.13749999998,184167.0,51.1575,4,60.0,8.029579409644032,0.8309859154929577,0.375,0.4125874125874126,-0.5065213942230133,-0.4578600264896343,False,False,False,True,False,0,0.4981333333333333,0.3390222222222222,1.0,2.0,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,9.0,58.800000000000004,184.05,384.1600000000001,1202.46,3763.8225,58.800000000000004,1202.46,184.05,20.45,1,4.5,4.132763672126045,0.02816901408450704,0.0,0.02447552447552448,-1.5079840487393448,-1.473878222464231,False,True,False,False,True,1,0.5018666666666667,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,4225.0,6857.5,454067.25,11130.25,736986.075,48799305.92249999,6857.5,736986.075,454067.25,107.47153846153846,7,65.0,8.85175646426784,0.9014084507042254,0.75,0.44755244755244755,1.345271076400054,1.4054009933177862,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1548-FEHVL,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,3721.0,6478.2,388887.2,11278.44,677046.24,40643175.04,6478.2,677046.24,388887.2,104.51147540983607,7,61.0,8.760327587606705,0.8450704225352113,0.75,0.4195804195804196,1.3685222823092227,1.3074614696912545,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
6386-SZZKH,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,2401.0,5289.55,259366.8,11653.202500000001,571400.94,28017966.24,5289.55,571400.94,259366.8,108.02448979591837,8,98.0,8.574367160690755,0.676056338028169,0.875,0.6783216783216783,1.426650297082144,1.4236964786949229,True,False,False,False,False,2,0.4981333333333333,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1670-SVOWZ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes,196.0,1255.1000000000001,16916.899999999998,8037.122500000001,108328.5775,1460109.7224999997,1255.1000000000001,108328.5775,16916.899999999998,86.31071428571428,5,14.0,7.097838304169856,0.18309859154929578,0.5,0.09090909090909091,0.8187973425995947,0.7052533940519224,True,False,True,False,False,0,0.4981333333333333,0.216,3.0,1.0,2,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1596-BBVTG,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,Yes,1225.0,2637.25,92261.75,5677.6224999999995,198626.3675,6948759.602500001,2637.25,198626.3675,92261.75,75.3157142857143,3,35.0,7.877416147113993,0.47887323943661975,0.25,0.23776223776223776,0.34380842188372235,0.34146213573585366,True,False,True,False,False,0,0.5018666666666667,0.216,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,2704.0,1092.0,57574.4,441.0,23251.2,1225891.84,1092.0,23251.2,57574.4,21.292307692307695,1,104.0,7.010492356433249,0.7183098591549296,0.0,0.7202797202797203,-1.4614816369210077,-1.4460088113433653,False,True,False,False,False,2,0.5018666666666667,0.21955555555555556,0.0,1.0,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7625-XCQRH,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,121.0,841.5,9217.45,5852.25,64103.175,702160.2025000001,841.5,64103.175,9217.45,76.17727272727274,3,11.0,6.732151109935707,0.14084507042253522,0.25,0.06993006993006994,0.3820068315916423,0.36996849586021724,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,2.0,1.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
4747-LCAQL,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,No,625.0,1975.0,47550.0,6241.0,150258.0,3617604.0,1975.0,150258.0,47550.0,76.08,7,25.0,7.551186867296149,0.33802816901408456,0.75,0.1678321678321678,0.4650468526958157,0.3667500358461758,False,False,False,False,True,0,0.5018666666666667,0.22542222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,36.0,294.9,1624.8000000000002,2415.7225,13309.82,73332.64,294.9,13309.82,1624.8000000000002,45.13333333333333,3,6.0,5.605066501717044,0.07042253521126761,0.25,0.03496503496503497,-0.526450999288015,-0.6571814609573365,False,False,False,True,False,0,0.4981333333333333,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
8457-XIGKN,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No,400.0,392.0,7123.0,384.1600000000001,6980.54,126842.82249999998,392.0,6980.54,7123.0,17.807499999999997,1,20.0,5.878155861600981,0.26760563380281693,0.0,0.13286713286713286,-1.5079840487393448,-1.5613105462568837,False,True,True,False,False,0,0.5018666666666667,0.216,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2446-BEGGB,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes,36.0,589.5,3363.6000000000004,9653.0625,55078.950000000004,314272.36000000004,589.5,55078.950000000004,3363.6000000000004,93.43333333333334,6,6.0,6.330789852711601,0.07042253521126761,0.625,0.03496503496503497,1.104455015197951,0.9409192918090246,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,1.0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False
7673-LPRNY,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,529.0,1806.6499999999999,42390.15,6170.1025,144771.57749999998,3396833.3024999998,1806.6499999999999,144771.57749999998,42390.15,80.13260869565217,7,34.5,7.519719518716397,0.3098591549295775,0.75,0.23426573426573424,0.4500996488970644,0.5008385867196589,False,False,False,True,False,1,0.4981333333333333,0.3390222222222222,2.0,2.0,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False
6664-FPDAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,Yes,3136.0,6269.2,359458.39999999997,12532.8025,718595.855,41202277.20999999,6269.2,718595.855,359458.39999999997,114.62321428571428,8,84.0,8.767157820238706,0.7746478873239437,0.875,0.5804195804195804,1.5595143308488215,1.6420282918303406,True,False,False,True,False,1,0.4981333333333333,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1215-VFYVK,Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,16.0,193.0,809.0,2328.0625,9758.5625,40905.0625,193.0,9758.5625,809.0,50.5625,5,4.0,5.31443674842792,0.04225352112676056,0.5,0.02097902097902098,-0.5563454068855174,-0.47754677489327785,False,False,False,False,True,0,0.4981333333333333,0.22542222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
6121-VZNQB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1.0,19.1,19.1,364.81000000000006,364.81000000000006,364.81000000000006,19.1,364.81000000000006,19.1,19.1,1,1.0,3.0007198150650303,0.0,0.0,0.0,-1.5245920529601795,-1.5185456348086326,False,True,False,False,True,0,0.4981333333333333,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,No,1.0,19.95,19.95,398.0025,398.0025,398.0025,19.95,398.0025,19.95,19.95,1,1.0,3.0421386463681466,0.0,0.0,0.0,-1.4963584457847605,-1.4904217085177132,False,True,False,False,True,0,0.5018666666666667,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4482-FTFFX,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,No,25.0,280.75,1457.25,3152.8224999999998,16364.9175,84943.1025,280.75,16364.9175,1457.25,58.29,4,5.0,5.678293711889035,0.056338028169014086,0.375,0.027972027972027975,-0.29393894019632943,-0.2218671979367136,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4877-EVATK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes,1.0,20.0,20.0,400.0,400.0,400.0,20.0,400.0,20.0,20.0,1,1.0,3.044522437723423,0.0,0.0,0.0,-1.494697645362677,-1.488767359912365,False,True,False,False,True,0,0.5018666666666667,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,289.0,1133.9,18309.85,4448.89,71839.235,1160036.7025,1133.9,71839.235,18309.85,63.35588235294117,6,17.0,6.982909132582561,0.22535211267605634,0.625,0.11188811188811189,0.056489948863282576,-0.05425248982778788,False,False,False,False,True,0,0.5018666666666667,0.22542222222222222,2.0,1.0,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6341-AEVKX,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3,6613.65,No,3844.0,6466.599999999999,410046.3,10878.49,689803.695,43740366.3225,6466.599999999999,689803.695,410046.3,106.67177419354839,7,93.0,8.797042165096359,0.8591549295774649,0.75,0.6433566433566433,1.3054118662700507,1.3789392152906523,True,False,False,True,False,1,0.4981333333333333,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,144.0,1355.4,16617.0,12757.702500000001,156407.5125,1917532.5625,1355.4,156407.5125,16617.0,115.39583333333333,8,12.0,7.233996788299914,0.15492957746478872,0.875,0.07692307692307693,1.5927303392904908,1.667591916708221,True,False,False,False,True,0,0.5018666666666667,0.22542222222222222,4.0,1.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False
8317-BVKSO,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,No,196.0,280.7,4190.2,402.00250000000005,6000.965,89580.49,280.7,6000.965,4190.2,21.37857142857143,1,14.0,5.7047819749892845,0.18309859154929578,0.0,0.09090909090909091,-1.4930368449405937,-1.4431546055077644,False,True,False,True,False,0,0.5018666666666667,0.3390222222222222,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
